id,code,name,active
anexo03_1,1,"Urbanización",1
anexo03_2,2,"Pueblo Joven",1
anexo03_3,3,"Unidad Vecinal",1
anexo03_4,4,"Conjunto Habitacional",1
anexo03_5,5,"Asentamiento Humano",1
anexo03_6,6,"Cooperativa",1
anexo03_7,7,"Residencial",1
anexo03_8,8,"Zona Industrial",1
anexo03_9,9,"Grupo",1
anexo03_10,10,"Caserío",1
anexo03_11,11,"Fundo",1
anexo03_12,12,"Otros",1
